provider_id,hospital_name,address,city,state,zip_code,phone_number,score,sample,hospital_overall_rating,lng,lat,msa
220035,"NORTH SHORE MEDICAL CENTER -","81 HIGHLAND AVENUE",SALEM,MA,01970,9787411215,53,370,4,-70.8985,42.516845,"Metropolitan Statistical Area"
220075,"MASSACHUSETTS EYE AND EAR INFIRMARY -","243 CHARLES STREET",BOSTON,MA,02114,6175237900,71,440,"Not Available",-71.06774,42.361792,"Metropolitan Statistical Area"
220052,"SIGNATURE HEALTHCARE BROCKTON HOSPITAL","680 CENTER STREET",BROCKTON,MA,02302,5089417000,37,396,2,-71.00222,42.08715,"Metropolitan Statistical Area"
220110,"BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET",BOSTON,MA,02115,6177325500,24,380,4,-71.09268,42.34308,"Metropolitan Statistical Area"
220046,"BERKSHIRE MEDICAL CENTER INC - 1","725 NORTH STREET",PITTSFIELD,MA,01201,4134472000,26,408,3,-73.254,42.45384,"Metropolitan Statistical Area"
220070,"HALLMARK HEALTH SYSTEM","585 LEBANON STREET",MELROSE,MA,02176,7819793000,47,359,3,-71.06233,42.459045,"Metropolitan Statistical Area"
220024,"HOLYOKE MEDICAL CENTER","575 BEECH STREET",HOLYOKE,MA,01040,4135342500,44,480,3,-72.6242,42.201891,"Metropolitan Statistical Area"
220030,"BAYSTATE WING HOSPITAL AND MEDICAL CENTERS","40 WRIGHT STREET",PALMER,MA,01069,4132837651,36,509,5,-72.32646,42.176401,"Metropolitan Statistical Area"
220080,"HOLY FAMILY HOSPITAL","70 EAST STREET",METHUEN,MA,01844,9786870156,31,370,4,-71.17935,42.73004,"Metropolitan Statistical Area"
10032,"WEDOWEE HOSPITAL","209 NORTH MAIN STREET",WEDOWEE,AL,36278,2563572111,24,430,4,-85.509,33.338853,
220073,"MORTON HOSPITAL","88 WASHINGTON STREET",TAUNTON,MA,02780,5088287000,40,352,2,-71.10288,41.904888,"Metropolitan Statistical Area"
220163,"UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH",WORCESTER,MA,01655,5083341000,46,380,1,-71.896868,42.364807,"Metropolitan Statistical Area"
220098,"NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD",AYER,MA,01432,9787849000,28,342,3,-71.59136,42.549821,"Metropolitan Statistical Area"
220066,"MERCY MEDICAL CTR","271 CAREW STREET",SPRINGFIELD,MA,01104,4137489000,52,404,2,-72.57338,42.130343,"Metropolitan Statistical Area"
220063,"LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE",LOWELL,MA,01854,9789376000,74,549,2,-71.33348,42.649758,"Metropolitan Statistical Area"
230151,"BEAUMONT HOSPITAL - FARMINGTON HILLS","28050 GRAND RIVER AVENUE","FARMINGTON HILLS",MI,48336,2484718000,13,386,2,-83.3464,42.458502,"Metropolitan Statistical Area"
230015,"THREE RIVERS HEALTH","701 S HEALTH PARKWAY","THREE RIVERS",MI,49093,2692739602,34,772,3,-85.63829,41.958306,
230003,"SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","8333 FELCH ST",ZEELAND,MI,49464,6167724644,11,382,5,-85.99621,42.829252,"Metropolitan Statistical Area"
221303,"ATHOL MEMORIAL HOSPITAL","2033 MAIN STREET",ATHOL,MA,01331,9782493511,27,551,3,-72.20836,42.579931,"Metropolitan Statistical Area"
220175,"METROWEST MEDICAL CENTER","115 LINCOLN STREET",FRAMINGHAM,MA,01701,5083831000,31,407,3,-71.42344,42.318695,"Metropolitan Statistical Area"
230022,"COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST",COLDWATER,MI,49036,5172795400,32,260,3,-85.0142,41.912776,
230013,"PONTIAC GENERAL HOSPITAL","461 W HURON ST",PONTIAC,MI,48341,2488577200,"Not Available","Not Available",,-83.30243,42.626947,"Metropolitan Statistical Area"
230040,"SPECTRUM HEALTH PENNOCK","1009 W GREEN ST",HASTINGS,MI,49058,2699453451,35,418,2,-85.29296,42.64275,"Metropolitan Statistical Area"
220095,"HEYWOOD HOSPITAL -","242 GREEN STREET",GARDNER,MA,01440,9786323420,29,401,3,-71.99183,42.575355,"Metropolitan Statistical Area"
230020,"BEAUMONT HOSPITAL - DEARBORN","18101 OAKWOOD BLVD",DEARBORN,MI,48124,3135937125,44,415,4,-83.25049,42.294987,"Metropolitan Statistical Area"
230035,"SPECTRUM HEALTH UNITED HOSPITAL","615 S BOWER STREET",GREENVILLE,MI,48838,6167544691,16,393,5,-85.26533,43.1791,"Metropolitan Statistical Area"
230030,"MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR",ALMA,MI,48801,9894631101,21,443,,-84.66256,43.377113,
230093,"SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","BIG RAPIDS",MI,49307,2317968691,14,437,4,-85.47815,43.697651,
230071,"STRAITH HOSPITAL FOR SPECIAL SURGERY","23901 LAHSER",SOUTHFIELD,MI,48033,2483573360,"Not Available","Not Available",,-83.293205,42.459322,"Metropolitan Statistical Area"
220086,"BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE",BOSTON,MA,02215,6176677000,48,384,3,-71.10215,42.346997,"Metropolitan Statistical Area"
230002,"ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD",LIVONIA,MI,48154,7346554800,18,426,3,-83.37161,42.396194,"Metropolitan Statistical Area"
230024,"SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE",DETROIT,MI,48235,3139663300,39,393,1,-83.19547,42.427636,"Metropolitan Statistical Area"
220105,"WINCHESTER HOSPITAL","41 HIGHLAND AVENUE",WINCHESTER,MA,01890,7817299000,58,383,5,-71.14276,42.451945,"Metropolitan Statistical Area"
230029,"ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVE",PONTIAC,MI,48341,2488583000,17,404,4,-83.30243,42.626947,"Metropolitan Statistical Area"
223300,"FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER","30 WARREN STREET",BRIGHTON,MA,02135,6172543800,"Not Available","Not Available",,-71.15349,42.348418,"Metropolitan Statistical Area"
230031,"LAKE HURON MEDICAL CENTER","2601 ELECTRIC AVENUE","PORT HURON",MI,48060,8109851500,14,408,,-82.44402,42.978974,
220126,"NORWOOD HOSPITAL","800 WASHINGTON STREET",NORWOOD,MA,02062,5087721000,21,351,3,-71.20166,42.185974,"Metropolitan Statistical Area"
221302,"FAIRVIEW HOSPITAL","29 LEWIS AVENUE","GREAT BARRINGTON",MA,01230,4135280790,19,102,5,-73.35249,42.189715,"Metropolitan Statistical Area"
230038,"SPECTRUM HEALTH - BUTTERWORTH CAMPUS","100 MICHIGAN ST NE","GRAND RAPIDS",MI,49503,6163911774,17,443,4,-85.65885,42.964176,"Metropolitan Statistical Area"
230021,"LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE","ST JOSEPH",MI,49085,2699838300,11,384,4,-86.47935,42.074435,"Metropolitan Statistical Area"
10095,"HALE COUNTY HOSPITAL","508 GREEN STREET",GREENSBORO,AL,36744,3346243024,30,384,3,-87.60177,32.703529,"Metropolitan Statistical Area"
220116,"TUFTS MEDICAL CENTER","800 WASHINGTON STREET",BOSTON,MA,02111,6176365000,28,377,3,-71.06101,42.349838,"Metropolitan Statistical Area"
220088,"NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE",BOSTON,MA,02120,6177545800,"Not Available","Not Available",,-71.09651,42.332099,"Metropolitan Statistical Area"
230036,"MIDMICHIGAN MEDICAL CENTER - ALPENA","1501 W CHISHOLM ST",ALPENA,MI,49707,9893567390,39,456,4,-83.46411,45.08583,
223303,"SHRINERS' HOSPITAL FOR CHILDREN (THE)","516 CAREW STREET",SPRINGFIELD,MA,01104,4137872000,"Not Available","Not Available",,-72.57338,42.130343,"Metropolitan Statistical Area"
230037,"HILLSDALE HOSPITAL","168 S HOWELL STREET",HILLSDALE,MI,49242,5174374451,24,1634,3,-84.62624,41.89958,
230017,"BRONSON METHODIST HOSPITAL","601 JOHN STREET",KALAMAZOO,MI,49007,2693416000,47,487,5,-85.58573,42.29714,"Metropolitan Statistical Area"
220101,"NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET",NEWTON,MA,02462,6172436000,38,382,5,-71.25761,42.331646,"Metropolitan Statistical Area"
220111,"GOOD SAMARITAN MEDICAL CENTER","235 NORTH PEARL STREET",BROCKTON,MA,02301,5084273000,39,361,2,-71.03441,42.0794,"Metropolitan Statistical Area"
220135,"FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE",FALMOUTH,MA,02540,5085485300,26,402,4,-70.61968,41.56105,"Metropolitan Statistical Area"
223304,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE","51 BLOSSOM STREET",BOSTON,MA,02114,6177223000,"Not Available","Not Available",,-71.06774,42.361792,"Metropolitan Statistical Area"
220176,"ST VINCENT HOSPITAL","123 SUMMER STREET",WORCESTER,MA,01608,5083635000,44,428,3,-71.80173,42.261343,"Metropolitan Statistical Area"
220090,"MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET",MILFORD,MA,01757,5084731190,36,523,3,-71.52149,42.149176,"Metropolitan Statistical Area"
220084,"EMERSON HOSPITAL -","133 OLD ROAD TO 9 ACRE CORNER","W CONCORD",MA,01742,9783691400,32,380,4,-71.37478,42.457201,"Metropolitan Statistical Area"
220100,"SOUTH SHORE HOSPITAL","55 FOGG ROAD","SOUTH WEYMOUTH",MA,02190,7813408000,32,407,2,-70.94597,42.1711,"Metropolitan Statistical Area"
223302,"BOSTON CHILDREN'S HOSPITAL","300 LONGWOOD AVENUE",BOSTON,MA,02115,6177356000,"Not Available","Not Available","Not Available",-71.09268,42.34308,"Metropolitan Statistical Area"
220119,"BRIGHAM AND WOMEN'S FAULKNER HOSPITAL","1153 CENTRE STREET",BOSTON,MA,02130,6179837000,16,381,5,-71.11171,42.309998,"Metropolitan Statistical Area"
230005,"PROMEDICA BIXBY HOSPITAL","818 RIVERSIDE AVENUE",ADRIAN,MI,49221,5172650900,6,409,4,-84.04585,41.900927,
220083,"BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET",NEEDHAM,MA,02494,7814533002,26,407,4,-71.23154,42.29813,"Metropolitan Statistical Area"
230019,"PROVIDENCE - PROVIDENCE PARK HOSPITAL","16001 W NINE MILE RD",SOUTHFIELD,MI,48075,2488493011,23,810,4,-83.2264,42.465275,"Metropolitan Statistical Area"
230085,"BRONSON SOUTH HAVEN HOSPITAL","955 S BAILEY AVE","SOUTH HAVEN",MI,49090,2696375271,18,412,4,-86.24912,42.403593,"Metropolitan Statistical Area"
230075,"BRONSON BATTLE CREEK HOSPITAL","300 NORTH AVENUE","BATTLE CREEK",MI,49017,2699668000,35,366,4,-85.20257,42.35714,"Metropolitan Statistical Area"
10131,"CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE",HUNTSVILLE,AL,35801,2568823100,72,424,2,-86.57316,34.72879,"Metropolitan Statistical Area"
230095,"WEST BRANCH REGIONAL MEDICAL CENTER","2463 SOUTH M-30","WEST BRANCH",MI,48661,9893456366,37,453,3,-84.21162,44.288158,
230092,"HENRY FORD ALLEGIANCE HEALTH","205 N EAST AVE",JACKSON,MI,49201,5177884800,43,389,4,-84.38842,42.252268,"Metropolitan Statistical Area"
230144,"FOREST HEALTH MEDICAL CENTER","135 S PROSPECT ST",YPSILANTI,MI,48198,7345474700,"Not Available","Not Available","Not Available",-83.58215,42.247039,"Metropolitan Statistical Area"
230078,"LAKELAND HOSPITAL WATERVLIET","400 MEDICAL PARK DR",WATERVLIET,MI,49098,2694633111,17,383,4,-86.25718,42.186679,"Metropolitan Statistical Area"
230047,"HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","CLINTON TOWNSHIP",MI,48038,5862632300,6,406,3,-82.94459,42.603172,"Metropolitan Statistical Area"
230141,"MCLAREN FLINT","401 S BALLENGER HIGHWAY",FLINT,MI,48532,8103422000,26,714,1,-83.76098,43.005477,"Metropolitan Statistical Area"
230053,"HENRY FORD HOSPITAL","2799 W GRAND BLVD",DETROIT,MI,48202,3139162600,33,412,1,-83.07837,42.375237,"Metropolitan Statistical Area"
230072,"HOLLAND COMMUNITY HOSPITAL","602 MICHIGAN AVE",HOLLAND,MI,49423,6163925141,14,425,5,-86.10544,42.765918,"Metropolitan Statistical Area"
230054,"UP HEALTH SYSTEM - MARQUETTE","420 W MAGNETIC",MARQUETTE,MI,49855,9062289440,14,464,3,-87.42223,46.554402,
230081,"MUNSON HEALTHCARE CADILLAC HOSPITAL","400 HOBART ST",CADILLAC,MI,49601,2318767200,16,372,5,-85.46006,44.243788,
230099,"PROMEDICA MONROE REGIONAL HOSPITAL","718 N MACOMB ST",MONROE,MI,48162,7342408400,15,558,2,-83.38515,41.940898,"Metropolitan Statistical Area"
230046,"UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DRIVE, SPC 5474","ANN ARBOR",MI,48109,7347641505,36,502,4,-83.71831,42.291637,"Metropolitan Statistical Area"
230058,"MUNSON HEALTHCARE GRAYLING HOSPITAL","1100 E MICHIGAN AVE",GRAYLING,MI,49738,9893485461,22,382,4,-84.6253,44.683274,
230059,"SAINT MARY'S HEALTH CARE","200 JEFFERSON AVENUE SE","GRAND RAPIDS",MI,49503,6166855000,27,369,4,-85.65885,42.964176,"Metropolitan Statistical Area"
11304,"CHOCTAW GENERAL HOSPITAL","401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,2054599100,19,362,"Not Available",-88.22647,32.097363,
230070,"COVENANT MEDICAL CENTER","1447 N HARRISON",SAGINAW,MI,48602,9895834000,19,436,2,-83.97142,43.423925,"Metropolitan Statistical Area"
230142,"BEAUMONT HOSPITAL - WAYNE","33155 ANNAPOLIS AVE",WAYNE,MI,48184,7344674175,27,383,2,-83.3786,42.276688,"Metropolitan Statistical Area"
230041,"MCLAREN BAY REGION","1900 COLUMBUS AVE","BAY CITY",MI,48708,9898943000,33,494,3,-83.87869,43.583323,"Metropolitan Statistical Area"
230077,"ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE",SAGINAW,MI,48601,9897768000,26,399,1,-83.91427,43.413975,"Metropolitan Statistical Area"
230080,"MCLAREN CENTRAL MICHIGAN","1221 SOUTH DRIVE","MOUNT PLEASANT",MI,48858,9897726700,24,409,3,-84.78306,43.60616,
230055,"DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","IRON MOUNTAIN",MI,49801,9067741313,32,444,4,-87.99717,45.87178,
230118,"HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD","BAD AXE",MI,48413,9892699521,14,424,4,-83.00181,43.803691,
230069,"SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD",HOWELL,MI,48843,5175456000,11,447,4,-83.91835,42.612243,"Metropolitan Statistical Area"
230066,"MERCY HEALTH MUSKEGON","1700 CLINTON STREET",MUSKEGON,MI,49442,2317263511,14,378,4,-86.1955,43.232615,"Metropolitan Statistical Area"
20018,"YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287",BETHEL,AK,99559,9075436300,"Not Available","Not Available",3,-161.88006,60.766603,
230100,"TAWAS ST JOSEPH HOSPITAL","200 HEMLOCK","TAWAS CITY",MI,48764,9893629301,18,384,4,-83.519166,44.266549,
230096,"STURGIS HOSPITAL","916 MYRTLE AVE",STURGIS,MI,49091,2696517824,24,378,3,-85.43234,41.822244,
230104,"HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET",DETROIT,MI,48201,3137456211,7,385,2,-83.05879,42.343787,"Metropolitan Statistical Area"
230089,"BEAUMONT HOSPITAL, GROSSE POINTE","468 CADIEUX RD","GROSSE POINTE",MI,48230,3133431000,22,374,5,-82.92426,42.386087,"Metropolitan Statistical Area"
230133,"OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE",GAYLORD,MI,49735,9897312100,28,381,4,-84.67492,44.989608,
230146,"HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE",WYANDOTTE,MI,48192,7342466000,12,406,2,-83.17402,42.199989,"Metropolitan Statistical Area"
21308,"NORTON SOUND REGIONAL HOSPITAL","1000 GREG KRUSCHEK AVENUE (P O BOX 966)",NOME,AK,99762,9074433311,"Not Available","Not Available","Not Available",-165.10883,64.532616,
21309,"KANAKANAK HOSPITAL","P O BOX 130",DILLINGHAM,AK,99576,9078425201,"Not Available","Not Available","Not Available",-158.44407,59.068709,
21310,"MANIILAQ HEALTH CENTER","PO BOX 43",KOTZEBUE,AK,99752,9074423321,"Not Available","Not Available","Not Available",-162.58544,66.897192,
391315,"PENN HIGHLANDS ELK","763 JOHNSONBURG ROAD","SAINT MARYS",PA,15857,8147888000,17,431,4,-78.54272,41.4376,
230176,"BEAUMONT HOSPITAL - TRENTON","5450 FORT STREET",TRENTON,MI,48183,7346713800,20,416,4,-83.21446,42.137071,"Metropolitan Statistical Area"
230121,"MEMORIAL HEALTHCARE","826 WEST KING STREET",OWOSSO,MI,48867,9897235211,20,419,,-84.17896,42.99605,
230156,"ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","ANN ARBOR",MI,48106,7347123456,19,458,3,-83.836571,42.253502,"Metropolitan Statistical Area"
230174,"NORTH OTTAWA COMMUNITY HEALTH SYSTEM","1309 SHELDON RD","GRAND HAVEN",MI,49417,6168423600,18,426,,-86.19013,43.04117,"Metropolitan Statistical Area"
230167,"MCLAREN GREATER LANSING","401 W GREENLAWN AVE",LANSING,MI,48910,5179756000,38,392,3,-84.54915,42.704435,"Metropolitan Statistical Area"
230165,"ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD",DETROIT,MI,48236,3133434000,22,403,2,-82.90003,42.425836,"Metropolitan Statistical Area"
230108,"UP HEALTH SYSTEM PORTAGE","500 CAMPUS DRIVE",HANCOCK,MI,49930,9064831000,10,424,3,-88.57829,47.145007,
241360,"DEER RIVER HEALTHCARE CENTER","115 10TH AVENUE NORTHEAST","DEER RIVER",MN,56636,2182462900,18,233,3,-93.84832,47.382872,
230097,"MUNSON MEDICAL CENTER","1105 SIXTH STREET","TRAVERSE CITY",MI,49684,2319355000,12,443,4,-85.67316,44.74136,
230117,"BORGESS MEDICAL CENTER","1521 GULL ROAD",KALAMAZOO,MI,49048,2692267000,23,598,4,-85.525359,42.292335,"Metropolitan Statistical Area"
230130,"BEAUMONT HOSPITAL, ROYAL OAK","3601 W THIRTEEN MILE RD","ROYAL OAK",MI,48073,2488985000,20,358,3,-83.16357,42.518635,"Metropolitan Statistical Area"
230105,"MCLAREN - NORTHERN MICHIGAN","416 CONNABLE AVE",PETOSKEY,MI,49770,2314874000,15,405,,-84.93774,45.360111,
230241,"ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD","EAST CHINA",MI,48054,8103297111,10,412,4,-82.52595,42.769956,
230236,"METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,6162527200,4,421,4,-85.718265,42.895737,"Metropolitan Statistical Area"
230279,"BRIGHTON HOSPITAL","12851 GRAND RIVER RD",BRIGHTON,MI,48116,8102271211,"Not Available","Not Available",,-83.77718,42.509476,"Metropolitan Statistical Area"
21301,"PROVIDENCE VALDEZ MEDICAL CENTER","PO BOX 550",VALDEZ,AK,99686,9078352249,"Not Available","Not Available","Not Available",-146.2357,61.128176,
230227,"MCLAREN MACOMB","1000 HARRINGTON BLVD","MOUNT CLEMENS",MI,48043,5864938000,15,163,2,-82.88031,42.596784,"Metropolitan Statistical Area"
21304,"PETERSBURG MEDICAL CENTER"," PO BOX 589",PETERSBURG,AK,99833,9077724291,"Not Available","Not Available","Not Available",-132.97354,56.784206,
230222,"MIDMICHIGAN MEDICAL CENTER-MIDLAND","4000 WELLNESS DRIVE",MIDLAND,MI,48670,9898393000,28,443,3,-84.256758,43.637471,"Metropolitan Statistical Area"
230244,"GARDEN CITY HOSPITAL","6245 INKSTER RD","GARDEN CITY",MI,48135,7344213300,32,472,3,-83.3382,42.324338,"Metropolitan Statistical Area"
21307,"CORDOVA COMMUNITY MEDICAL CENTER","PO BOX 160 - 602 CHASE AVENUE",CORDOVA,AK,99574,9074248000,"Not Available","Not Available","Not Available",-145.40256,60.474512,
230180,"MIDMICHIGAN MEDICAL CENTER-CLARE","703 N MCEWAN ST",CLARE,MI,48617,9898025000,21,437,4,-84.74219,43.828266,
230207,"MCLAREN OAKLAND","50 NORTH PERRY",PONTIAC,MI,48342,2483385000,14,530,2,-83.28211,42.644581,"Metropolitan Statistical Area"
230254,"ASCENSION CRITTENTON HOSPITAL","1101 W UNIVERSITY DRIVE",ROCHESTER,MI,48307,2486525000,3,407,4,-83.12781,42.662293,"Metropolitan Statistical Area"
230208,"SPARROW CARSON HOSPITAL","406 EAST ELM ST","CARSON CITY",MI,48811,9895843131,14,433,4,-84.84871,43.184647,"Metropolitan Statistical Area"
230193,"MCLAREN LAPEER REGION","1375 N MAIN ST",LAPEER,MI,48446,8106675500,21,381,2,-83.33073,43.048777,"Metropolitan Statistical Area"
230259,"ST JOSEPH MERCY CHELSEA","775 S MAIN ST",CHELSEA,MI,48118,7344753911,18,408,5,-84.03445,42.316922,"Metropolitan Statistical Area"
230217,"OAKLAWN HOSPITAL","200 N MADISON",MARSHALL,MI,49068,2697814271,35,357,5,-84.94869,42.277837,"Metropolitan Statistical Area"
230195,"ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","11800 EAST TWELVE MILE ROAD",WARREN,MI,48093,5865735000,23,390,1,-82.99768,42.514885,"Metropolitan Statistical Area"
230239,"CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","SAULT SAINTE MARIE",MI,49783,9066354460,32,321,4,-84.32485,46.460895,
230216,"MCLAREN PORT HURON","1221 PINE GROVE AVE","PORT HURON",MI,48060,8109875000,20,808,3,-82.44402,42.978974,
230264,"SOUTHEAST MICHIGAN SURGICAL HOSPITAL","21230 DEQUINDRE ROAD",WARREN,MI,48091,5864271000,"Not Available","Not Available",,-83.056,42.465886,"Metropolitan Statistical Area"
230275,"HEALTHSOURCE SAGINAW","3340 HOSPITAL ROAD",SAGINAW,MI,48603,9897907888,"Not Available","Not Available","Not Available",-84.01177,43.441975,"Metropolitan Statistical Area"
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE",AZ,86504,9287298000,"Not Available","Not Available",1,-109.17878,35.771067,
30073,"TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","TUBA CITY",AZ,86045,9282832501,"Not Available","Not Available",,-111.06828,36.061184,"Metropolitan Statistical Area"
30074,"SELLS HOSPITAL","HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,5203627003,"Not Available","Not Available","Not Available",-111.93712,31.998543,"Metropolitan Statistical Area"
30077,"SAN CARLOS APACHE HEALTHCARE","103 MEDICINE WAY ROAD",PERIDOT,AZ,85542,9284751200,"Not Available","Not Available",,-110.5231,33.262553,
231319,"ASPIRUS KEWEENAW HOSPITAL","205 OSCEOLA",LAURIUM,MI,49913,9063376500,19,311,3,-88.46121,47.239083,
230270,"BEAUMONT HOSPITAL - TAYLOR","10000 TELEGRAPH ROAD",TAYLOR,MI,48180,3132955253,21,414,3,-83.26481,42.231788,"Metropolitan Statistical Area"
30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,9286747001,"Not Available","Not Available",3,-109.61956,36.165779,
230230,"EDWARD W SPARROW HOSPITAL","1215 E MICHIGAN AVENUE",LANSING,MI,48912,5173641000,23,3592,3,-84.52497,42.734434,"Metropolitan Statistical Area"
240002,"ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET",DULUTH,MN,55805,2187864000,28,375,4,-92.09568,46.798339,
231301,"KALKASKA MEMORIAL HEALTH CENTER","419 S CORAL",KALKASKA,MI,49646,2312587500,13,504,"Not Available",-85.08986,44.743834,
240030,"DOUGLAS COUNTY HOSPITAL","111 17TH AVENUE EAST",ALEXANDRIA,MN,56308,3207621511,17,696,5,-95.38287,45.88645,
231307,"BARAGA COUNTY MEMORIAL HOSPITAL","18341 US HIGHWAY 41","L' ANSE",MI,49946,9065243300,20,318,3,-88.37867,46.766303,
240004,"HENNEPIN COUNTY MEDICAL CENTER 1","701 PARK AVENUE",MINNEAPOLIS,MN,55415,6128733629,20,333,2,-93.25941,44.973415,"Metropolitan Statistical Area"
231309,"ASPIRUS ONTONAGON HOSPITAL, INC","601 S SEVENTH ST",ONTONAGON,MI,49953,9068848000,16,231,"Not Available",-89.35119,46.846455,
230302,"HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","WEST BLOOMFIELD",MI,48322,2483251000,24,406,2,-83.37551,42.541268,"Metropolitan Statistical Area"
231316,"HILLS & DALES GENERAL HOSPITAL","4675 HILL STREET","CASS CITY",MI,48726,9898722121,16,408,4,-83.17889,43.604819,
240006,"OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST",ROCHESTER,MN,55904,5072872761,20,21263,4,-92.42937,43.988708,"Metropolitan Statistical Area"
231312,"SHERIDAN COMMUNITY HOSPITAL","301 N MAIN ST",SHERIDAN,MI,48884,9892913261,20,994,3,-85.04772,43.21107,"Metropolitan Statistical Area"
231304,"HELEN NEWBERRY JOY HOSPITAL","502 W HARRIE ST",NEWBERRY,MI,49868,9062939200,19,313,3,-85.54758,46.434201,
